wasting	symptom,corrosion,killing,crime,slaughter,extinction,warfare,deterioration,compassionate,impairment,weak,kindly,ill,decomposition,havoc,rot,destructive,humanitarian
laminate	produce,create
leaves	flee,start,retirement,fly,quit,drop,stop,retire,escapes,move,allow,surrender,escape,go,withdraw,vacation,needle,disappear,have,sheds,allowance,strands,authorization
manufacture	fashion,make,create,form,produce,build,assemble,construct,frame,craft,complete
ceilings	bounds,ends,lines,limitations,walls,barriers,boundaries,caps,limits
straight	dead,good,short,smooth,right,successive,directly,direct,away,consecutive,linear,solid,true,straightforward,decent
artificial	unreal,arranged,painted,mechanical,dummy,colored,mock,near,hollow,pseudo,automatic,imitation,false,simulated,affected,fake,forced,manufactured,synthetic,assumed,cute,faux,empty,formal,theatrical,plastic,substitute,cardboard,bogus,staged
belief	understanding,expectation,credit,values,conviction,creed,assumption,view,persuasion,ideology,opinion,suspicion,content,notion,conclusion,hope,religion,doctrine,knowledge,law,judgment,fundamental,acceptance,prospect,idea,faith,certainty,confidence,unseen,feeling,concept,outlook,sentiment,philosophy,assurance,trust,position,principle,theory,thinking,thought
logical	sound,coherent,consistent,intelligent,compelling,rational,relevant,wise,empirical,convincing,good,synthetic,obvious,necessary,formal,analytic,analytical,reasonable,sensible,plausible,valid,legitimate,ordered
conformance	compatibility,correspondence,accord,tune,agreement,conformity,harmony,accordance
capability	power,competence,strength,posture,talent,skill,competency,effectiveness,qualification,capable,credentials,expertise,stuff,goods,proficiency,ability,capacity,potential,efficiency,means,facility
campgrounds	camps
cps	khz,mhz,kc,hz,hertz,cps,mc,rate,cycle
intra	late,afterwards,thereafter,next,soon,then,later,eventually
release	unlock,leak,discharge,express,spring,withdraw,toggle,drop,pop,announcement,air,deliver,issue,clear,surrender,free,loose
pin	leg,bind,fix,trap
decorated	trimmed,clad,deluxe,mounted,distinguished,illuminated,raised,recognized,covered,decorative,elegant,extreme,dressed,complicated,special,fancy,elaborate,privileged,embroidered,enriched,loud,enhanced
galore	enough,ample,sufficient,liberal,abundant,complete,excessive
chow	menu,snack,feed,supper,chuck,buffet,dinner,eats,banquet,meal,breakfast,lunch,table,feast
knowing	prepared,insightful,wise,alert,sophisticated,aware,hip,informed,ready,intelligent,warned
alkaline	soluble,basic
tavern	pub,lounge,nightclub,saloon,cabaret,cafe,building,inn,lodge,bar,hotel
vaccine	needle,pill,medication,remedy,dose,prescription,cure,drug,pharmaceutical,antibiotic
inability	impotence,weakness,cognition,lack,block,failure,knowledge
aluminum	bucket,jar,bottle,al,metal,aluminium,package
encryption	compression,coding,encoding
suppress	check,silence,throttle,hush,contain,wink,defeat,moderate,crush,control,overcome,still,hold,burke,conquer,squash,inhibit,curb
deadly	toxic,violent,killer,savage,destructive,harmful,fatal,malignant,mortal,lethal,terminal,bloody,dangerous,cruel,infectious
flick	tap,dance,sail,wander,striking,dart,flirt,fly,zip,snap,speed,flip
pastry	cake,candy,bread,dessert,dough,pie
burke	silence,skirt,dodge,neglect,contain,suppress,crush,overcome,bypass,omit,ignore,throttle,curb
battlefield	field,tract,sector,arena,front,ground,parcel
began	prepare,lead,found,appear,start,undertake,emerge,occur,set,make,launch,initiated,open,establish,initiate,created,commence,create,opened,produce,happen,commenced,do,rise,launched,enter,introduce,started
role	function,act,use,hat,portfolio,performance,task,character,duty,involvement,office,place,purpose,activity,appearance,work,lieu,participation,aspect,job,part,position,business,post,capacity
bones	die,specialist,professor,surgeon,expert,doctor,physician,body,frame,scientist,remains
disappointed	unsuccessful,unhappy,upset,frustrated,defeated,disturbed,sad
dallas	tx
resale	marketing,merchandising
rooms	cabins,accommodations,flat,suite,apartments,apartment,condo,bays,cells,chambers
strains	tension,families,try,trouble,lines,burden,births,twist,injury,pressure,anxiety,stress,tear,origins,blood,stocks
technicians	experts,artists,pros,specialists,professionals,operators,mechanics,consultants
fatal	catastrophic,malignant,mortal,unfortunate,decisive,deadly,lethal,crucial,destructive,inevitable
demand	must,ask,press,desire,sale,trade,force,request,requirement,claim,application,require,wish,appeal,dun,order,fail,expect,urge,question,need,quest,take,call,want,challenge,interest
nail	hammer,stroke,bob,matrix,slug,hit,box,hook,strike,tack,bat,attach,pin,lick,clock,bump,flick,bang,kick,rap,clip,catch,tap,push,whale,pound,tag,stab,slap,slam,chop,bust,knock,bash,paste,belt,sock,crack,bop,punch
rumors	implies,chatter,suggests,reveals,tells,reports,hints
achieves	hits,makes,acquires,captures,lands,wins,gains,gets,scores
sweat	energy,work,trouble,effort,pains,labor,expenditure,steam,while,glow,secretion
vicious	furious,wicked,explosive,intensive,exquisite,violent,keen,deep,fell,profound,fierce,infamous,brutal,evil,cruel,savage,dirty,heavy,intense,terrible,acute,dangerous,malicious,hard
clergy	ministry,hierarchy,church,cloth,reverend,spirituality
topaz	tan
slips	paper,decreases,drops,falls,notebook
merchant	broker,vendor,wholesaler,exporter,butcher,businessman,dealer,seller,operator,buyer,retailer,baker,trader
spec	project,financing,finance,blueprint,description,deal,specification,property,bet,venture,purchase,experiment,money,endeavor,loan,expense,stake,enterprise,gamble,asset,undertaking,transaction,expenditure,grant,contribution,investment
cigarette	stick,smoke,joint
ghz	velocity,gc,kc,frequency,hertz,cps,acceleration,fertility,cycle,rev,ghz,pulse,tempo,mortality,flux,mc,mhz,rpm,hz,jerk,speed,mph,pace,khz,flow,spacing
skates	plugs,broncos,colts,bays,blacks,mounts
promises	obligation,commitment,insists,affirm,pledge,talent,commit,pact,agree,guarantees,declare,encourage,word,assure,hint,guarantee,ensures,agrees,vows,assurance,ability,agreement,suggest,potential,indicate,ensure
forced	mandatory,required,urgent,demanded,enforced,needed,compelled,compulsory,necessary,unwilling,incumbent,imperative
instruct	train,lesson,disclose,discipline,educate,guide,tell,notify,brief,tutor,assign,warn,school,order,direct,charge,advise,teach,say
freshwater	clear,water,pure,rain
seventy	cardinal
maverick	irregular
headache	killer,trouble,job,burden,nuisance,concern,effort,labor,business,worry,inconvenience,load,bear,dilemma,beast,hassle
tub	bath,drum,bathroom,vessel,vat,pipe
destroy	end,kill,nuke,remove,fracture,ruin,mar,blast,overcome,consume,conquer,cream,waste,gut,defeat,smash,level,wreck,eliminate,total,damage,crush,break,undo
gull	fool,pigeon,sap,victim,slang,mark,target,kid,goose,loser,tool,cod
clue	suggestion,lead,idea,indication,key,cue,pointer,glimpse,sign,solution,suspicion,trace,hint,tip,proof
inheritance	estate,acquisition,legacy,gift,heritage
characterize	represent,character,outline,classify,qualify,mark,remember,define,differentiate,describe,indicate,identify,stamp
sahara	africa
menu	chow,fare,bill,food,carte,cuisine,card,table
need	require,obligation,use,wish,commitment,necessity,right,take,want,shortage,lack,involve,challenge,demand,claim,urgency,desire,warrant
sentiment	impression,view,idea,position,opinion,chord,attitude,sense,tendency,perception,passion,feeling,emotion,bias,thought
hustle	precipitation,move,hurry,rush,speed
feels	aura,mood,senses,appear,expects,meet,smells,suffer,touch,notice,hold,accept,receive,see,perceive,assume,tastes,welcome,enjoy,notices,know,seem,understand,hears,learns,get,acknowledge,endure,quality,appreciate,sense,atmosphere,consider,feeling,think,sees,impression,have,suggest,try,taste
objection	question,doubt,communicating,dispute,exception,complaint,suspicion,dissent,protest,rejection,criticism,communication,challenge,argument,opposition,difficulty,grievance
campers	trailers,expedition,vans
trimmed	cut,elaborate,extreme,dressed,embroidered,enriched,loud,enhanced,decorated
distributor	vendor,wholesaler,dealer,businessman,seller,entrepreneur,supplier,buyer,retailer,provider,purchaser,trader
amnesty	parole,forgiveness,pardon,immunity
pineapple	powder,missile,bomb,ammunition,mine,dynamite
cherry	pure,green
contractor	builder
elevated	vertical,suspended,standing,raised,lifted,erect,aerial,increased
clearer	transparent,coherent,sharp,free,stark,fair,sure,precise,straightforward,simple,obvious,explicit,positive,sheer,definite,evident,crystal,liquid,sunny,distinct
sudoku	puzzle
marching	filing,walking,walk,stepping
samba	tango,waltz,disco
related	affiliated,relevant,complementary,corresponding,pertinent,joined,such,similar,comparable,associated,connected,linked,analogous,attached,matching,allied,akin
successive	subsequent,serial,straight,continuous,consecutive,succeeding,sequential,ordered
correct	appropriate,right,debug,strict,upgrade,cure,revise,careful,factual,review,so,repair,turn,accurate,precise,acceptable,exact,good,proper,remedy,perfect,improve,equitable,amend,regulate,valid,legitimate,alter,true,logical
cutlery	handle,fork,spoon,silver,teaspoon,hold,tableware,knife,grip
agent	vehicle,influence,motor,retardation,assistant,power,operative,operator,means,broker,ministry,mechanism,ingredient,incentive,medium,factor,agency,handler,deputy,lawyer,worker,tool,machinery,instrument,transmitter,minister,organ,representative,commissioner,cause,promoter,officer,vector
touched	impressed,nuts,unreasonable,psycho,foolish,sick,insane,emotional,crazy,affected,ballistic,paranoid,disturbed,wacky,moved,strange,crackers,mad,odd,off,mental,depressed,bats,cracked
bleeding	raw,severe,charitable,damaging,threatening,warm,hurting,burning,harmful,harm,trauma,injury,damn,sympathetic,tender,humane,painful,hurt
experiencing	knowing,suffering,undergoing,receiving,enduring,sustaining,feeling,seeing,having
soak	drink,dip,wash,absorb,flood,drunk,plunge,alcoholic,lush,steep
preparatory	preceding,beginning,preparing,previous,primary,preliminary,introductory
reed	reed,marker,sheep,coward,stick,mouse,trunk
evaluates	analyzes,rates,estimates,values,sets
rebound	reflex,rise,reply,take,skip,spring,leap,overcome,response,answer,reaction,jump,kick,bounce,bound
prudent	responsible,discreet,reasonable,prudential,sensible,wise,cautious,careful,intelligent,economical,sane
deserves	merit,win,earns,justify,merits,earn,gain,warrant,get
midway	central,interior,middle,center,halfway
reviews	report,investigation,study,inspect,revision,criticism,survey,notice,revise,examine,assessment,discussion,evaluation,evaluate,appraisal,assess,judgment,comment,discuss,scrutiny,audit,column,article,commentary,check,inspection,analyze,essay,analysis
proceed	extend,travel,fare,continue,do,accelerate,go,advance,pass,talk,forge,progress,come,follow,march,speed,get,pace
presentation	introduction,delivery,production,gift,donation,performance,reception,exhibition,exposure,offering,comp,appearance,bonus,prize,award,submission,proposal,show,display,demonstration,contribution,present
stating	mention,clothing,note,describing,wording,putting,quotation,hint,saying,expressing
slaves	victim,servants,captive,worker,servant
transport	shipment,pack,ride,carry,dispatch,remove,truck,transfer,bus,transportation,move,ferry,shoot,transit,lighter,ship,send,shipping,haul,lug,bring,float,take,rail,wheel,transmit,pipe,freight
dynamite	wonderful,beautiful,stellar,frontline,fab,down,splendid,noble,exceptional,capital,bumper,decent,hot,fantastic,keen,better,righteous,choice,fabulous,groovy,grand,superb,nifty,cool,classic,excellent,fine,divine,phat,top,awesome,good,superior,quality,adequate,immense,prize,heavenly,prime,great,hype,gone,brave,famous,special,cracking,boss,banner,lovely,marvelous,sterling,slick,wizard,radical,terrific,mean,neat,swell
accompanied	attended
filtered	processed,concentrated,plain,refined,pure,clean,absolute,tried,purified,straight,rendered,fine,fresh,neat,clarified
less	small,minor,junior,lower,inferior,subordinate,lesser,smaller
recherche	select,choice,rare,exquisite,exceptional,excellent,terrific,wonderful,exclusive,elegant,fine,delicate,outstanding,special,superb,better,great,fancy
disappeared	away,invisible,melted,dissolved,absent,hidden,lost,removed
inclined	glad,prepared,excited,given,partial,ready,willing,minded,fond,disposed,prone,apt
listen	accept,observe,get,hear,attend,admit,hang,perceive
flame	boy,bride,combustion,sweet,wife,girlfriend,girl,love,gal,ignition,mistress,lover,hon,spark,squeeze,light,boyfriend,flash,sweetheart,honey,beloved,darling,dear,flare,husband,burning,flaming,blaze,steady
hits	tags,clips,strikes,boxes,strokes,socks,bats,taps,pounds,belts,pushes,cracks,kicks,nails,whales,clocks
votes	franchises,ballots
circus	stadium,festival,park,bowl
firstly	mostly,originally,foremost,primarily,initially,first,essentially
flyers	folders,brochures,advertisements,catalogs
take	expect,recall,include,grab,see,arrest,beat,perform,receive,consider,bring,lead,withdraw,do,grasp,catch,get,assume,accept,feel,pocket,hold,win,collect,seize,welcome,follow,grip,need,work,make,ask,pick,go,enjoy,lift,draw,move,reach,play,earn,know,stand,have,bear,conduct,like,capture,select,serve,back,choose,think,drive
flux	rate,transformation,change
mali	niger,africa
flooded	falling,logged,rolling,full,streaming,filled,packed,running,wet,aqueous,washed,tidal,crowded,saturated
compelling	satisfying,telling,decisive,strong,valid,convincing,authoritative,effective,definitive
admitted	agreed,recognized,remembered,acknowledged,approved,declared,notorious,confirmed,granted,noted,earned,common,revealed,collected,established,assumed,passed,said,obvious,allowed,disclosed,known,announced,instructed,told,perceived,drafted,familiar,accepted,identified,introduced,received
hudson	ny
specialists	masters,advisors,artists,professional,technician,consultants,guru,pros,doctor,scholar,professionals,scholars,consultant,experts,authority
about	nearly,on,concerning,around,almost,of,toward,respecting,towards,some,roughly,through,touching,regarding
believed	noted,trusted,credited,recorded,described,assumed,expressed,accepted,took,understood,proclaimed,announced,accounted,bought,disclosed
corresponds	writes,conform,resemble,compare,tally
chronological	sequential,historical
screws	loops
acting	playing,enactment,performance,proxy,activity,performing,provisional,method,business,mime,alternate,characterization,interim,temporary
thereby	with,through
sack	strip,pouch,package,discharge,bag,backpack,dismiss,terminate,fire
concluding	latest,final,closing,last,following,lag,ultimate,latter,lowest,terminal
realise	know,realize,see,find,recognize,discover,ascertain,hear,recognise,learn
invitations	interviews,dates,meetings,invites
gen	message,word,rumor,announcement,story,info,item,news,intelligence,information
tar	muddy,cloud,wax,rust,spray,dull,marine,adhesive,dab,harm,asphalt,sidewalk,sailor,stain,mud,hurt,poppy,sand,pilot,mar,cadet,drug,poison,dye,salt,infect,heroin,navigator,paste,corrupt,plaster,jack,pitch,mariner,diver,dim,damage,coat,road,blur
somebody	anatomy,image,saver,wight,collector,self,communicator,explorer,expert,observer,national,soul,best,mortal,gem,icon,changer,learner,unfortunate,notable,shape,form,subject,traveler,creature,opener,married,cancer,debtor,blogger,owner,precursor,organism,slave,individual,orphan,redhead,celebrity,dancer,fighter,male,bull,active,homo,homosexual,ward,machine,mouse,caucasian,philosopher,build,face,selector,person,slayer,child,blond,gay,sport,threat,registrant,fish,lion,player,frame,jewel,neighbor,transfer,liver,killer,straight,applicant,aboriginal,taurus,crab,candidate,sort,hebrew,latin,transexual,leo,deceased,leader,jumper,soma,flesh,aggregator,whoever,hope,ram,life,hero,jew,user,turner,aries,capitalist,longer,equal,shaker,brunette,immune,amateur,departed,lover,witness,ruler,light,bomber,adult,name,mailer,double,ancient,bod,peer,creditor,modern,stranger,baby,beard,counter,closer,runaway,seeker,winner,convert,superstar,virgin,native,black,quarter,advocate,gemini,blonde,prospect,scientist,visionary,victorian,ethnic,transvestite,balance,spoiler,cause,controller,anomaly,vip,someone,slider,relation,authority,radical,appointment,juvenile,archer,goat,people,traveller,scorpio,opponent,being,insured,case,emulator,simple,anti,intellectual,twin,match,coward,worker,terror,pussycat,neighbour,african,birth,junior,innocent,planner,success,star,neutral,sweater,warrior,friend,chassis,white,suspect,party,engineer,female,man,comforter,victim,primitive,interpreter,partner,ape,intellect,relative,buster,celeb,tiger,have,survivor,figure,scholar,transsexual,dresser,actor,creator,personality,cashier
gary	indiana,in
apartments	efficiencies,condominiums,flats,studios,suites,condos
ray	beam,shaft,radiation,light
lots	loads,parcels,piles,scores,dozens,tons,plots,properties,patches
cycles	wheels,patterns,runs,chains,loops,rounds,sequences,circles,developments,series
plano	tx
pipe	hose,leader,channel,sewer,tube,tubing,stem,vessel,bowl,pipeline,drain,vent,duct,conduit,transmit,piping,line
juniper	cypress
explains	illustrates,justify,illustrate,demonstrates,interpret,read,resolve,clarify,define,specifies,demonstrate,disclose,reveal,describe,analyze,analyzes,tell,defines,solve
tickling	tapping,piercing,drilling,boring
recap	inventory,resume,outline,synopsis,summary,brief,summarize,digest,roundup,sum
dispenser	wholesaler,trader,banker,spray,retailer,merchant,container,vendor,aerosol
smoky	thick,husky,burning,smoking,rough,bass,deep
boxer	fighter,lightweight,heavyweight
coordinated	matching,peaceful,reciprocal,compatible,formed,organized,monitored,paired,managed,symmetric,regular,coherent,even,standardized,balanced,correspondent,matched,supervised,formulated,united
recovery	return,advance,reclamation,revival,retrieval,rehabilitation,healing,comeback,gain,rebound,reconstruction,improvement,renewal,rescue,restoration
mrs	wife,mrs,woman,madam,title,lady
economies	saving,conservation,providence
none	never,complete,nobody,no,nothing,ill,hardly
nuisance	tease,pain,pest,bother,headache
gym	examination,ring,ballroom,performance,preparation,task,workout,movement,stadium,repetition,homework,training,auditorium,arena,conditioning,act,gallery,study,discipline,square,drill,spa,park,action,field,assignment,stage,chamber,activity,church,problem,lesson,test,theater,operation,lounge,drilling
reconstruction	alteration,deformation,modification,fixture,overhaul,repair,reorganization,difference,remodeling,variation,distortion,regeneration,transition,replacement,rehabilitation,adjustment,transformation,displacement,makeover,shift,restoration,revision,fixing,redesign,change,rebuilding
howto	guidebook,hardcover,catalogue,folio,textbook,catalog,handbook,softcover,encyclopedia,volume,dictionary,manual,paperback,text,tome,paper,book,primer,hardback
minded	glad,willing,inclined,game,prepared,excited,disposed,oriented,ready,determined
teacher	educator,don,coach,missionary,tutor,lecturer,doctor,scholar,instructor,supervisor,professor,assistant
venice	venetian
worthy	worthwhile,noble,true,satisfying,decent,notable,desirable,noteworthy,honest,good,special,worth,valued,honourable,model,precious,reliable,honorable,excellent,valuable,exemplary,sacred,righteous
membrane	sheet,gel
warranties	contracts,treaties,bonds,guarantees,deals,vows
beetle	cover,drift,tip,wave,tilt,decorate,stick,flea,project,belly,pin,attach,hold,pest,bunch,butterfly,bee,bend,float,ant,swell,pouch,prop,twist,tick,spider,dragonfly,nod,firefly,insect,lean,remain,mosquito,flap,bow,swing,balloon,emerge,dome,bag
definitely	possibly,certainly,likely,absolutely,indeed,sure,finally,really,surely,probably,obviously,truly,undoubtedly,clearly,perhaps,so,easily
lady	female,woman,girl,madam,madame
hoped	expect,struggled,dreamed,tried,believe,assume,attempted,meant,hold,wished,intended,considered,allowed,designed,wish,looked,planned,aimed,anticipate,proposed,calculated
segregation	structure,privacy,confinement,insulation,partition,isolation,discrimination
boy	adolescent,male,toddler,juvenile,sonny,youth,kid,teenager,fellow,scout,lad,cub,guy,child
houston	tx
shareware	software,program,application,package
disposable	available,liquid,fluid
foliage	blade,vegetation,flora,leaf,leaflet,pitcher,scale,pad,green
mistakes	omission,oversight,inaccuracies,errors,slips,faults,confusion,trips,fault
forks	spreads,parts,separates,glassware,retreats
nonfiction	prose
summit	spot,apex,peak,crown,zenith,crest,climax,sum,noon,acme,height,top,place,meridian,highlight,pinnacle,head
fall	become,plunge,tumble,ease,slide,decline,crash,dip,settle,disaster,land,drop,loss,trip,failure,go,decrease,sink,die,recession,dive,occur,spill,travel,slip,collapse,reduction
cares	trust,control,notices,enjoy,love,want,effort,watch,minds,protection,tend,supervision,watches,management
horde	drove,army,gang,host,legion,millions,press,mass,mob,herd,crowd,bike,flock,masses,multitude,crush
aft	posterior,rear,back
galaxy	way,collection,world,accumulation
debit	impairment,liability,handicap,entry,disability,minus,negative,strike,disadvantage
fast	quick,rapidly,immediate,stable,quickly,soon,windy,accelerated,tight,true,swift,durable,sure,sudden,hot,agile,immediately,winged,express,promptly,fleet,instant,smart,speed,rapid,prompt,speedy,hard,loose,easy
ak	america,us,usa,hubbard,anchorage,alaska
lovely	heavenly,cracking,fantastic,adorable,immense,pleasing,noble,awesome,handsome,pretty,beautiful,fab,banner,famous,decent,sterling,superb,stunning,splendid,great,top,divine,cool,superior,graceful,keen,gorgeous,neat,fabulous,terrific,swell,prime,wonderful,grand,delicious,good,groovy,marvelous,hot,quality,exceptional,sweet,choice,engaging,brave,fine,exquisite,stellar,slick,delightful,pleasant,excellent,charming,classic,prize,nifty,delicate
pride	pleasure,delight,honor,ego,satisfaction,dignity,prestige,happiness,confidence,assurance,vanity,joy,feeling
unwilling	disposition,spontaneous,reluctant,automatic,accidental,forced,resistant,afraid,compelled
credibility	unbelievable,authenticity,quality,incredible,integrity,reliability,truth,validity,accuracy,righteousness,prospect,honesty,legitimacy,credible,chance
energy	heat,intensity,soul,potential,power,vitality,light,ki,nature,efficiency,service,karma,chi,aura,life,electricity,work,spirit,qi,radiation,strength
dimensions	breadth,width,sweep,range,spectrum,amplitude,reach,extent,scope,realm
entitlement	crown,championship,charter,power,appropriation,annuity,interest,authorization,claim,immunity,due,fund,medal,freedom,allowance,authority,benefit,payment,repayment,warrant,opportunity,certificate,grant,consent,license,advantage,ticket,exemption,subsidy,privilege,rate,assistance,allocation,permit,concession,right,compensation
winners	hero,champ,hits,champion,first,successes
neighborhood	block,precinct,territory,zone,locality,proximity,section,region,matter,vicinity,neighbourhood,tune,district,parish,street,suburb,part,area,scenery
inspired	divine,gifted,talented,imaginative,innovative,creative,clever,original
existence	reality,animation,living,world,being,possibility,presence,continuation,activity,life,survival,eternity,existing,state,prevalence
marines	service,soldiers,troop,force,rangers,navy,cavaliers,warriors,army,raiders
terminals	stops,stations
missile	bullet,ball,nose,arm,weapon,bomb,shell,cartridge,lead,rocket,pop,round,cap,shot,ammunition,load,slug
wheeled	shifted,spin,switched,whipped,turned,pivot,redirected,moved
panther	puma,cat,jaguar
offenders	criminal,defendants,criminals,suspect
currency	gold,cabbage,bucks,green,chips,money,funds,change,coin,dollar,bread,tender,cash,dough
gorge	valley,eat,canyon,saddle,col,stuff,pass,gap
suburban	municipality,city,town,metropolis
savings	possessions,fortune,effects,deposit,riches,reserve,fund,success,capital,money,funds,worth,wallet,things,assets,accumulation,finances,means,holdings,prosperity,wealth,treasury,resources
variables	clusters,spheres,galaxies
enroll	enter,obtain,join,draft,list,accept,engage,employ,admit,register,recruit
representations	pictures,images,illustrations,drawings,photographs,image,views,sketches,portraits
tend	do,maintain,manage,watch,influence,run,lean,be,turn,favor,keep,go,feed,bear,protect,contribute
banana	clown,herb,actor,comic
headings	titles,headlines,banners,subtitles,heads,headers
expose	bare,subject,sun,air,display,uncover,disclose,prove,tell,open
gemstones	gems,rocks,jewels
hypotheses	theses,proposals,suggestions,assumptions,proposition,rationale,inference,explanation,thesis,premises,interpretation,conclusion,notions,theorem,premise,guess,theories,assumption
happenings	business,calendar,experiences,plan,slate,exploits,schedule,curriculum,times,record,agenda,bill,adventures
protects	safeguards,prevents,guards,saves,covers,keeps,preserves,fences,shields
use	reuse,share,put,adopt,avail,operate,commit,address,manipulate,misuse,hold,ply,assign,apply,routine,function,handle,harness,value,extend,purpose,spend,benefit,manage,play,custom,exploit,operation,practice,waste,employ,service,enjoy,habit,help,take,usage,implement,strain,work,handling,overdrive,exercise,utilize,recycle,run,give,need,resort
spectator	spy,browser,fan,observer,witness,viewer
particularly	specially,especially,surprisingly,notably,principally,unusually,exceptionally,specifically
batting	terror,pounding,shock,damage,attack,turbulence,frenzy,fury,smashing,injury,beating,attempt,endeavour,endeavor,whipping,assault,riot,licking,impairment,harm,storm,outbreak,threat,battery,hurt,effort,revolt,rage,bullying
lieu	part,behalf,function,office,place,position
indoor	internal,inside,inward,interior,inner
newspaper	weekly,feature,gazette,journal,rag,yearbook,magazine,editorial,strip,review,column,headline,newsletter,mag,serial,community,paper,bulletin,organ,book,edition,press,daily,sheet,periodical,zine
rehearsal	practise,trial,reading,drill,practice,exercise,workout,preview
meadows	grounds,plain,prairie,pasture,fields,plains,plots,green,downs
instructed	trained,skilled,learned,academic,informed,polished
aboriginal	person,mortal,earliest,native,somebody,russian,original,filipino,local,indigenous,individual,someone,soul
